,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,time_signature_1,time_signature_3,time_signature_4,time_signature_5,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,mode_0,mode_1,kmeans-3clusters
78,0.722,0.11,104.665,0.0233,0.101,3.37e-06,0.686,281747,-7.094,0.904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
82,0.726,0.471,120.814,0.0371,0.379,2.58e-06,0.733,197160,-6.514,0.915,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
85,0.739,0.0883,110.027,0.316,0.107,0.0,0.657,272524,-8.509,0.406,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
86,0.626,0.145,119.975,0.262,0.292,0.0,0.8,256000,-5.724,0.0943,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
87,0.596,0.0775,93.633,0.219,0.04,3.86e-05,0.666,177505,-7.334,0.508,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
88,0.476,0.128,124.044,0.222,0.285,0.0,0.854,248195,-8.037,0.219,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
89,0.842,0.124,132.996,0.225,0.519,7.28e-06,0.742,200333,-6.421,0.564,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
92,0.726,0.707,139.978,0.0672,0.456,0.0,0.81,252335,-8.953,0.712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94,0.745,0.342,87.039,0.212,0.666,1.73e-05,0.695,184547,-6.59,0.592,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
95,0.627,0.0895,89.518,0.357,0.691,1.3e-06,0.751,196947,-7.338,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
96,0.586,0.0535,114.243,0.0284,0.0983,0.581,0.632,342173,-11.333,0.89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102,0.396,0.248,126.091,0.0371,0.107,0.0,0.591,207693,-14.753,0.781,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
104,0.697,0.133,116.109,0.0277,0.0664,2.28e-05,0.741,160133,-7.028,0.774,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
110,0.916,0.161,144.262,0.0482,0.0856,9.27e-05,0.592,249493,-6.9,0.886,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
114,0.6,0.137,80.014,0.291,0.541,0.0,0.787,270130,-6.723,0.423,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
115,0.813,0.122,104.996,0.122,0.197,0.00233,0.774,242560,-5.569,0.351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
116,0.623,0.385,93.038,0.269,0.814,2.08e-06,0.792,280764,-9.297,0.662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
117,0.886,0.212,89.419,0.314,0.0279,0.0,0.581,201513,-4.017,0.667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
119,0.666,0.082,130.119,0.291,0.325,0.0,0.781,276173,-6.56,0.526,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
120,0.934,0.111,108.678,0.43,0.371,0.0,0.467,284729,-5.335,0.239,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
121,0.564,0.138,140.006,0.308,0.0807,0.0,0.761,220144,-8.14,0.508,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
122,0.392,0.091,104.058,0.362,0.391,0.00342,0.7,221719,-12.075,0.755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
123,0.522,0.126,80.184,0.319,0.497,0.000117,0.615,229427,-10.433,0.467,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
125,0.762,0.0925,78.196,0.459,0.383,0.0,0.616,280258,-6.959,0.0589,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
128,0.501,0.0912,180.019,0.354,0.393,0.0,0.686,240000,-8.351,0.201,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
131,0.657,0.315,119.955,0.0749,0.246,0.0,0.664,210179,-5.6,0.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
132,0.59,0.1,109.997,0.0577,0.291,0.0,0.759,306909,-8.055,0.445,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
134,0.608,0.0533,112.367,0.0345,0.352,0.0,0.552,162373,-9.786,0.637,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
137,0.38,0.0741,132.885,0.0251,0.269,8.36e-06,0.588,280627,-11.879,0.502,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
138,0.767,0.136,100.004,0.0373,0.0626,0.0,0.647,203547,-6.334,0.729,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
139,0.454,0.236,109.98,0.0288,0.231,6.82e-06,0.768,190240,-11.953,0.913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
140,0.526,0.209,83.208,0.679,0.257,0.0,0.627,189264,-12.786,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
141,0.933,0.186,140.011,0.396,0.152,0.0,0.816,290375,-5.967,0.737,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
142,0.718,0.064,129.037,0.042,0.0684,0.0,0.706,192240,-6.207,0.786,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
143,0.689,0.0865,98.097,0.0266,0.352,8.51e-05,0.552,251053,-6.475,0.652,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
147,0.537,0.172,121.932,0.152,0.117,6.23e-06,0.755,145893,-8.461,0.327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
150,0.623,0.151,178.947,0.048,0.354,0.0508,0.631,237333,-8.658,0.557,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
151,0.59,0.339,99.755,0.0257,0.172,0.00321,0.609,279347,-6.306,0.693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
154,0.832,0.0572,115.977,0.0309,0.00576,0.00696,0.755,238080,-7.47,0.871,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
155,0.943,0.328,134.241,0.0363,0.00297,0.00563,0.621,252360,-3.431,0.903,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
157,0.89,0.136,120.036,0.253,0.44,0.0,0.867,278742,-3.197,0.527,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
158,0.746,0.101,136.04,0.137,0.164,0.0,0.799,248533,-3.968,0.381,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
159,0.638,0.0999,169.999,0.115,0.385,1.44e-05,0.754,198187,-7.382,0.539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
160,0.703,0.0583,157.034,0.0462,0.213,0.0,0.689,185000,-5.439,0.71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
161,0.492,0.128,120.151,0.0276,0.0644,0.00428,0.828,257800,-9.744,0.789,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
162,0.882,0.065,95.083,0.0323,0.259,0.0,0.628,184413,-5.024,0.853,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
164,0.365,0.132,98.53,0.0462,0.159,9.28e-06,0.898,226240,-10.452,0.563,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
169,0.755,0.142,80.295,0.372,0.00665,0.0,0.539,210080,-6.018,0.887,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
171,0.809,0.13,129.003,0.239,0.397,0.0,0.707,214702,-6.455,0.189,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
178,0.687,0.305,157.291,0.15,0.694,7.05e-05,0.581,161453,-14.152,0.892,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
179,0.821,0.257,78.392,0.354,0.509,0.0,0.629,204360,-6.3,0.757,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
180,0.669,0.111,87.156,0.308,0.378,0.000618,0.648,201600,-8.283,0.545,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
181,0.463,0.114,74.004,0.048,0.259,3.28e-06,0.759,182653,-7.214,0.344,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
184,0.728,0.201,132.034,0.291,0.521,0.0,0.812,196107,-6.904,0.471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
185,0.637,0.0901,144.012,0.0404,0.454,0.0573,0.762,306093,-10.889,0.491,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
186,0.806,0.328,184.153,0.6,0.28,0.0,0.653,261250,-5.344,0.515,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
187,0.592,0.12,100.009,0.29,0.235,0.0,0.86,195000,-8.791,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
189,0.852,0.218,157.404,0.222,0.731,5.11e-05,0.525,161907,-9.519,0.884,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
190,0.62,0.165,120.069,0.0422,0.325,0.0,0.71,295573,-11.62,0.786,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
192,0.874,0.0952,107.127,0.317,0.316,0.0,0.736,195840,-5.451,0.613,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
193,0.816,0.988,93.85,0.0408,0.199,4.86e-06,0.633,254600,-11.223,0.606,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
195,0.511,0.358,114.007,0.0496,0.223,0.0,0.803,193684,-7.585,0.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
197,0.669,0.237,112.238,0.0738,0.00286,0.0,0.908,290320,-2.827,0.662,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
200,0.528,0.361,175.242,0.446,0.64,0.0,0.505,232330,-7.722,0.66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
201,0.773,0.114,86.229,0.369,0.46,0.0,0.483,237868,-8.959,0.513,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
202,0.778,0.247,146.921,0.393,0.195,0.0,0.735,182857,-4.951,0.281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
203,0.658,0.141,172.841,0.387,0.22,0.0,0.719,172023,-8.61,0.616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
206,0.386,0.138,119.987,0.145,0.274,0.0,0.818,224893,-10.912,0.682,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
208,0.796,0.109,84.787,0.419,0.645,0.0,0.55,211147,-6.917,0.442,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
209,0.853,0.155,93.572,0.42,0.119,0.0,0.571,162787,-4.929,0.213,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
210,0.772,0.659,93.51,0.134,0.0678,0.0,0.7,178267,-3.171,0.58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
211,0.607,0.0653,85.165,0.238,0.195,0.0,0.693,221860,-8.224,0.242,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
212,0.839,0.11,92.385,0.33,0.287,0.0,0.741,247269,-7.022,0.575,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
213,0.793,0.138,141.046,0.121,0.393,0.0,0.79,210237,-6.544,0.496,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
216,0.704,0.352,91.892,0.158,0.278,0.0,0.615,244931,-7.221,0.332,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
217,0.701,0.107,160.021,0.39,0.238,0.0,0.667,229480,-7.24,0.338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
218,0.601,0.0918,173.913,0.427,0.123,0.0,0.64,256552,-7.094,0.189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
219,0.792,0.0666,89.904,0.313,0.172,0.0,0.825,229333,-5.847,0.453,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
220,0.743,0.339,90.037,0.279,0.204,0.0,0.788,239295,-5.953,0.501,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
223,0.687,0.0867,147.993,0.184,0.396,0.0,0.701,231360,-6.63,0.703,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
226,0.779,0.345,79.847,0.439,0.391,0.0,0.688,271740,-7.267,0.607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
227,0.638,0.44,141.967,0.0906,0.297,1.41e-06,0.619,186985,-5.754,0.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
229,0.664,0.173,125.037,0.033,0.41,5.45e-05,0.673,223800,-6.838,0.649,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
230,0.858,0.322,114.992,0.0786,0.0682,0.0,0.758,271262,-5.854,0.746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
231,0.617,0.721,128.022,0.422,0.046,0.0,0.896,237240,-4.768,0.213,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
234,0.846,0.261,134.886,0.0302,0.0281,0.0,0.597,200867,-7.321,0.829,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
235,0.657,0.0845,173.17,0.216,0.119,0.0,0.673,216821,-4.424,0.328,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
236,0.81,0.123,106.096,0.0935,0.323,0.0,0.739,195000,-4.62,0.166,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
237,0.803,0.121,157.02,0.144,0.276,0.0,0.804,247777,-6.755,0.84,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
238,0.669,0.0852,87.782,0.378,0.198,0.0,0.763,226364,-6.631,0.464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
239,0.733,0.195,89.034,0.299,0.163,0.0,0.786,165468,-4.219,0.376,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
241,0.769,0.299,174.203,0.291,0.13,0.0,0.74,176552,-3.777,0.432,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
242,0.54,0.59,142.109,0.434,0.519,0.0,0.828,159813,-5.939,0.412,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
243,0.457,0.126,127.99,0.125,0.468,0.546,0.831,158106,-8.844,0.559,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
244,0.657,0.131,88.542,0.164,0.26,0.0,0.782,170508,-7.561,0.568,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
246,0.603,0.135,125.984,0.239,0.353,0.0,0.744,340107,-8.77,0.215,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
248,0.545,0.097,149.779,0.324,0.118,0.0,0.642,213293,-6.405,0.412,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
249,0.883,0.12,176.039,0.431,0.144,0.0,0.564,183320,-7.284,0.566,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
250,0.558,0.158,85.917,0.263,0.0315,0.00116,0.644,186977,-7.167,0.19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
251,0.685,0.109,122.831,0.339,0.147,0.00455,0.594,186347,-9.015,0.555,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
252,0.805,0.35,140.012,0.0831,0.044,0.000139,0.794,186000,-5.593,0.669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
253,0.694,0.208,89.978,0.291,0.412,0.0,0.698,206869,-7.766,0.414,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
257,0.711,0.0821,150.97,0.266,0.423,0.0,0.693,156013,-6.126,0.619,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
258,0.608,0.0761,102.992,0.0706,0.454,0.0,0.825,233000,-6.992,0.451,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
259,0.524,0.114,78.485,0.32,0.375,0.0,0.593,184293,-9.032,0.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
260,0.745,0.165,100.064,0.231,0.303,0.0,0.806,177600,-6.673,0.747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
261,0.774,0.293,71.902,0.0341,0.262,0.0,0.567,208507,-5.14,0.608,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
262,0.632,0.177,89.106,0.224,0.624,0.0,0.747,189614,-8.091,0.518,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
263,0.506,0.0876,130.025,0.143,0.134,0.00518,0.919,231133,-9.68,0.609,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
264,0.655,0.257,115.007,0.0411,0.0984,0.0293,0.807,206609,-8.067,0.271,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
268,0.8,0.359,134.002,0.0504,0.127,0.0,0.714,211560,-4.808,0.589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
269,0.794,0.261,98.123,0.335,0.133,0.0,0.68,200842,-6.545,0.402,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
270,0.459,0.115,189.88,0.171,0.475,0.0,0.545,247579,-10.349,0.573,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
273,0.7,0.205,119.796,0.0605,0.0407,2.34e-06,0.689,172000,-6.824,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
274,0.475,0.12,75.014,0.0298,0.192,1.28e-05,0.657,357133,-10.436,0.494,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
275,0.551,0.135,129.568,0.132,0.451,0.0,0.595,255720,-8.273,0.468,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
276,0.574,0.134,139.949,0.17,0.427,0.000103,0.749,223907,-8.976,0.711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
278,0.611,0.354,148.0,0.243,0.637,0.0,0.675,189240,-7.215,0.741,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
280,0.807,0.0504,155.397,0.0725,0.251,0.0,0.525,215933,-6.366,0.741,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
281,0.658,0.0685,153.769,0.115,0.358,0.0,0.742,213421,-6.289,0.609,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
282,0.707,0.122,142.65,0.398,0.0508,0.0,0.632,177907,-6.081,0.541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
283,0.885,0.118,131.923,0.353,0.302,0.0,0.745,350174,-3.762,0.366,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
285,0.582,0.0997,90.048,0.178,0.32,2.95e-05,0.687,161193,-7.334,0.514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
286,0.651,0.0848,144.02,0.0992,0.661,0.0,0.764,232270,-4.695,0.761,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289,0.456,0.196,97.518,0.192,0.0545,0.000459,0.778,146465,-10.165,0.119,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
290,0.808,0.115,176.141,0.462,0.606,0.000144,0.629,171357,-6.96,0.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
292,0.935,0.0854,128.967,0.0356,0.000473,0.00187,0.61,196107,-4.444,0.656,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
293,0.554,0.129,140.045,0.0927,0.045,0.0,0.697,212664,-9.387,0.432,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
294,0.542,0.302,145.975,0.356,0.383,0.0,0.799,279200,-7.383,0.671,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
295,0.672,0.611,146.161,0.419,0.27,0.0,0.653,172385,-6.408,0.296,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
297,0.762,0.0982,114.04,0.0915,0.129,0.0,0.784,244360,-7.323,0.366,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
298,0.707,0.0742,127.969,0.0828,0.536,0.0,0.753,247280,-6.527,0.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
300,0.737,0.0992,121.952,0.0375,0.00698,0.000334,0.796,212977,-8.429,0.868,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
301,0.893,0.0569,92.171,0.376,0.645,0.0,0.622,197040,-6.784,0.511,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
305,0.79,0.201,95.549,0.261,0.0449,3.05e-06,0.674,231828,-5.85,0.408,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
306,0.684,0.127,138.913,0.264,0.569,0.0,0.529,277260,-8.839,0.446,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
308,0.668,0.441,80.189,0.312,0.437,0.0,0.638,280947,-6.07,0.411,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
309,0.745,0.105,88.015,0.163,0.495,0.0102,0.83,273668,-8.34,0.498,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
310,0.726,0.0886,74.969,0.261,0.302,0.0,0.777,198613,-7.841,0.798,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
