,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
112,0.758,0.092,112.114,0.0297,0.000671,0.484,4,0.49,7,371413,-6.491,0.435,1,audio_features,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z
113,0.547,0.0604,108.375,0.055,0.72,0.00314,4,0.629,10,298933,-13.123,0.197,0,audio_features,spotify:track:75FEaRjZTKLhTrFGsfMUXR
114,0.6,0.137,80.014,0.291,0.541,0.0,4,0.787,8,270130,-6.723,0.423,1,audio_features,spotify:track:2kJ45danEDdh4BqGPgoCbX
115,0.813,0.122,104.996,0.122,0.197,0.00233,4,0.774,5,242560,-5.569,0.351,0,audio_features,spotify:track:2CdCs9y04oDuYCF4ewNzI7
116,0.623,0.385,93.038,0.269,0.814,2.08e-06,4,0.792,10,280764,-9.297,0.662,0,audio_features,spotify:track:3qP7mVYYiXk9BbhH4VM9Mw
117,0.886,0.212,89.419,0.314,0.0279,0.0,4,0.581,10,201513,-4.017,0.667,0,audio_features,spotify:track:0t91UKs3Q7DU095HoyrxqU
118,0.795,0.74,103.777,0.209,0.398,0.0,4,0.362,5,208408,-5.904,0.269,0,audio_features,spotify:track:5pxIcrqw518z9noxlSsCia
119,0.666,0.082,130.119,0.291,0.325,0.0,4,0.781,1,276173,-6.56,0.526,1,audio_features,spotify:track:5BUhxai60oAz69BWZv1qW5
120,0.934,0.111,108.678,0.43,0.371,0.0,4,0.467,4,284729,-5.335,0.239,0,audio_features,spotify:track:2QMXWjWartSxCixoB4dmRk
121,0.564,0.138,140.006,0.308,0.0807,0.0,4,0.761,8,220144,-8.14,0.508,1,audio_features,spotify:track:7hcD9lM5hZl3hY4ASgReNv
122,0.392,0.091,104.058,0.362,0.391,0.00342,4,0.7,10,221719,-12.075,0.755,0,audio_features,spotify:track:7oG89V4J5UjVnihGNyRFTg
123,0.522,0.126,80.184,0.319,0.497,0.000117,4,0.615,6,229427,-10.433,0.467,0,audio_features,spotify:track:2iuRcL3A08dpPrZBpDR2XA
124,0.656,0.112,141.873,0.0411,0.0458,2.54e-06,4,0.537,11,232173,-5.863,0.45,0,audio_features,spotify:track:2bDENJyfbxj0neGiXUFvIX
125,0.762,0.0925,78.196,0.459,0.383,0.0,3,0.616,8,280258,-6.959,0.0589,1,audio_features,spotify:track:6qykKqE67rrgOAf7abz85f
126,0.413,0.311,78.04,0.159,0.29,4.2e-05,4,0.69,4,160173,-7.83,0.183,0,audio_features,spotify:track:3JYB96HxTbbqlobhRK0wC8
127,0.374,0.253,160.052,0.401,0.768,0.00213,4,0.769,1,201345,-14.685,0.586,1,audio_features,spotify:track:1eABKElTBuoawVGwH86ahC
128,0.501,0.0912,180.019,0.354,0.393,0.0,4,0.686,9,240000,-8.351,0.201,0,audio_features,spotify:track:2n6yqawCbg3A2QCxuN1wCd
129,0.657,0.147,93.047,0.108,0.707,0.0,4,0.6,6,271160,-8.271,0.178,1,audio_features,spotify:track:5NgiIRfE2oPROyy58yuc0v
130,0.624,0.101,120.055,0.141,0.765,0.0,4,0.672,6,237320,-8.557,0.214,0,audio_features,spotify:track:4Gekcg5AZJypYxGxHma8K6
131,0.657,0.315,119.955,0.0749,0.246,0.0,4,0.664,7,210179,-5.6,0.41,0,audio_features,spotify:track:0893kLth0twvuDR3Rrn0FR
132,0.59,0.1,109.997,0.0577,0.291,0.0,4,0.759,6,306909,-8.055,0.445,0,audio_features,spotify:track:1ctPmaSX96S7V9t2ueBMTS
133,0.512,0.296,130.271,0.0357,0.545,0.0,4,0.567,0,252613,-8.831,0.334,1,audio_features,spotify:track:5fgkjhICZnqFctrV0AyuQD
134,0.608,0.0533,112.367,0.0345,0.352,0.0,4,0.552,1,162373,-9.786,0.637,0,audio_features,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ
135,0.153,0.405,91.749,0.0322,0.903,0.0,4,0.351,11,183893,-11.954,0.212,0,audio_features,spotify:track:6WdcvzQADmrL8nucimUV6r
136,0.415,0.117,78.169,0.122,0.457,1.72e-05,4,0.527,4,125093,-11.451,0.515,0,audio_features,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt
137,0.38,0.0741,132.885,0.0251,0.269,8.36e-06,4,0.588,7,280627,-11.879,0.502,0,audio_features,spotify:track:3mFzIFFFmEXTQs6BDAK2ZZ
138,0.767,0.136,100.004,0.0373,0.0626,0.0,4,0.647,6,203547,-6.334,0.729,0,audio_features,spotify:track:5nklmUDKX1m6fTZlxD1X5w
139,0.454,0.236,109.98,0.0288,0.231,6.82e-06,4,0.768,11,190240,-11.953,0.913,0,audio_features,spotify:track:4iw1izjwJgdHPZdumrHvyN
140,0.526,0.209,83.208,0.679,0.257,0.0,4,0.627,9,189264,-12.786,0.375,0,audio_features,spotify:track:3SUZOgGWN3Y28fw9NYo6au
141,0.933,0.186,140.011,0.396,0.152,0.0,4,0.816,8,290375,-5.967,0.737,0,audio_features,spotify:track:1KL3IaltqoBITBw91GGtuE
142,0.718,0.064,129.037,0.042,0.0684,0.0,4,0.706,0,192240,-6.207,0.786,1,audio_features,spotify:track:2AmealVVZqRStMZVNyAByN
143,0.689,0.0865,98.097,0.0266,0.352,8.51e-05,4,0.552,5,251053,-6.475,0.652,1,audio_features,spotify:track:5ytkHKps6RVVDFZwAqVDCB
144,0.794,0.349,146.074,0.0329,0.00841,0.00479,4,0.512,9,266973,-5.627,0.487,0,audio_features,spotify:track:24jVhAsRXxmoN91ThJVSeI
145,0.5,0.207,77.482,0.339,0.676,0.0,4,0.651,4,215467,-8.687,0.457,0,audio_features,spotify:track:29PtsEAg5BoUKwcpTFWZD2
146,0.759,0.109,130.116,0.173,0.205,0.0,4,0.606,6,214307,-6.186,0.0899,0,audio_features,spotify:track:0T0GUG3sWYYgjDUJQwo1aX
147,0.537,0.172,121.932,0.152,0.117,6.23e-06,4,0.755,11,145893,-8.461,0.327,0,audio_features,spotify:track:2Pc8BUFJSIfsaifRBLgCVg
148,0.534,0.0912,124.098,0.0937,0.377,0.00863,4,0.674,2,263399,-10.306,0.113,1,audio_features,spotify:track:0W2gYaPROLLYBvYxckrfQT
149,0.893,0.158,130.515,0.0349,0.0822,0.102,4,0.607,4,296587,-9.468,0.447,1,audio_features,spotify:track:2nyBbMPk3yWE0cLJmJcbzH
150,0.623,0.151,178.947,0.048,0.354,0.0508,4,0.631,9,237333,-8.658,0.557,0,audio_features,spotify:track:1FLEVJaXv8vZwunzQZSHLK
151,0.59,0.339,99.755,0.0257,0.172,0.00321,4,0.609,11,279347,-6.306,0.693,0,audio_features,spotify:track:70X7swUO33mrChUj4JSnbW
152,0.739,0.106,132.41,0.0415,0.0211,0.00444,4,0.496,6,336000,-7.193,0.378,1,audio_features,spotify:track:4JiEyzf0Md7KEFFGWDDdCr
153,0.554,0.157,130.037,0.0301,0.0508,0.0,4,0.658,4,374093,-6.956,0.309,0,audio_features,spotify:track:1kNPvVDqN2KZZrOhyqEiux
154,0.832,0.0572,115.977,0.0309,0.00576,0.00696,4,0.755,4,238080,-7.47,0.871,0,audio_features,spotify:track:4mT09JxALjAoUpMplfd8nQ
155,0.943,0.328,134.241,0.0363,0.00297,0.00563,4,0.621,4,252360,-3.431,0.903,1,audio_features,spotify:track:5lFmuFUZM6vF36fzjnJZSu
156,0.89,0.832,132.324,0.0615,0.2,0.0283,4,0.497,5,320373,-6.162,0.57,1,audio_features,spotify:track:2HfsOApfOXphR5FJnv88IX
157,0.89,0.136,120.036,0.253,0.44,0.0,4,0.867,8,278742,-3.197,0.527,0,audio_features,spotify:track:5TuXRIWZicQ2baTHfXID0U
158,0.746,0.101,136.04,0.137,0.164,0.0,4,0.799,9,248533,-3.968,0.381,0,audio_features,spotify:track:4ksGFoh48GVG9STEHJ3b6v
159,0.638,0.0999,169.999,0.115,0.385,1.44e-05,4,0.754,11,198187,-7.382,0.539,0,audio_features,spotify:track:1MvKqm1tHKFUF88IKx7MKs
160,0.703,0.0583,157.034,0.0462,0.213,0.0,4,0.689,0,185000,-5.439,0.71,0,audio_features,spotify:track:3PVh0G09x1Dfn1dmNi3Of0
161,0.492,0.128,120.151,0.0276,0.0644,0.00428,4,0.828,0,257800,-9.744,0.789,1,audio_features,spotify:track:0ofHAoxe9vBkTCp2UQIavz
162,0.882,0.065,95.083,0.0323,0.259,0.0,4,0.628,1,184413,-5.024,0.853,0,audio_features,spotify:track:2T3jgoAMbBXiMMD8pSc6QL
163,0.467,0.109,94.473,0.0274,0.0194,0.46,4,0.369,5,290147,-9.018,0.174,1,audio_features,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5
164,0.365,0.132,98.53,0.0462,0.159,9.28e-06,4,0.898,0,226240,-10.452,0.563,1,audio_features,spotify:track:3PQLYVskjUeRmRIfECsL0X
165,0.599,0.137,125.83,0.0286,0.0665,9.86e-06,4,0.428,4,301730,-2.135,0.134,1,audio_features,spotify:track:6eEYGGFfFbtKHCgJM4uh9v
166,0.88,0.0592,140.009,0.0359,0.00151,2.92e-05,4,0.496,1,297682,-2.242,0.148,0,audio_features,spotify:track:0C4bx13JIMSWOAxd8TaoVq
167,0.796,0.0621,155.28,0.0896,0.00361,0.00143,4,0.336,6,353613,-10.845,0.417,0,audio_features,spotify:track:7l3WVKiAbCTnHfUMu1w85n
168,0.556,0.125,103.122,0.0646,0.0838,1.59e-05,4,0.476,4,364493,-10.586,0.43,0,audio_features,spotify:track:62oNfnQqObaqARM0DTibAL
169,0.755,0.142,80.295,0.372,0.00665,0.0,4,0.539,1,210080,-6.018,0.887,1,audio_features,spotify:track:7I3vZmEjqKeeCI3TfisHLQ
170,0.428,0.102,92.069,0.056,0.611,0.0,4,0.609,0,312115,-10.247,0.21,1,audio_features,spotify:track:2RtWmKQPU9MfSCnKr5cc2R
171,0.809,0.13,129.003,0.239,0.397,0.0,4,0.707,4,214702,-6.455,0.189,0,audio_features,spotify:track:5jTMBN2FMQ8WrHPWVeHxJg
172,0.489,0.119,120.315,0.0271,0.497,0.0,4,0.595,7,269973,-6.66,0.0902,1,audio_features,spotify:track:1MTQHCpraD4S8g5PAFKzoj
173,0.647,0.0912,128.049,0.0466,0.0441,1.41e-06,4,0.641,6,261413,-8.619,0.251,0,audio_features,spotify:track:6mn3J5bVu0Bt3hPlK7lkqt
174,0.564,0.114,134.355,0.0292,0.161,0.0,4,0.565,2,295533,-10.044,0.454,1,audio_features,spotify:track:0jWgAnTrNZmOGmqgvHhZEm
175,0.668,0.111,83.005,0.0377,0.00299,0.128,4,0.231,4,461480,-5.517,0.0688,0,audio_features,spotify:track:30sZ1d4G8K8RVNhz0IWgPN
176,0.855,0.292,91.744,0.0293,0.136,4.5e-05,4,0.473,9,237467,-6.221,0.521,0,audio_features,spotify:track:20JrcZW9Djp70GZyFRrAfl
177,0.024,0.12,109.732,0.0411,0.831,0.758,3,0.307,7,301640,-28.353,0.524,0,audio_features,spotify:track:0y1eaipbcP50xp6WLgJtuv
178,0.687,0.305,157.291,0.15,0.694,7.05e-05,4,0.581,7,161453,-14.152,0.892,1,audio_features,spotify:track:7p6ZGUXjUe0ctAu5RNnghu
179,0.821,0.257,78.392,0.354,0.509,0.0,4,0.629,5,204360,-6.3,0.757,0,audio_features,spotify:track:1Qw87N5N9KHKZosT0wy5ug
180,0.669,0.111,87.156,0.308,0.378,0.000618,4,0.648,1,201600,-8.283,0.545,1,audio_features,spotify:track:6gRELaYf0hDk1WyZVAW1MX
181,0.463,0.114,74.004,0.048,0.259,3.28e-06,4,0.759,7,182653,-7.214,0.344,0,audio_features,spotify:track:0Xe2cPeOZawmqdJRNywx5f
182,0.873,0.123,84.786,0.0564,0.0654,0.0,4,0.421,10,202533,-4.343,0.629,1,audio_features,spotify:track:1X1DWw2pcNZ8zSub3uhlNz
183,0.854,0.242,125.984,0.0436,0.0178,0.0,4,0.529,6,176658,-5.29,0.654,1,audio_features,spotify:track:3OwPSJu609AMzotCEyoMiO
184,0.728,0.201,132.034,0.291,0.521,0.0,4,0.812,10,196107,-6.904,0.471,0,audio_features,spotify:track:4hJip22FGywDqWCIV24sMS
185,0.637,0.0901,144.012,0.0404,0.454,0.0573,4,0.762,9,306093,-10.889,0.491,1,audio_features,spotify:track:1LPzBeE0fNQkklHQayI3dw
186,0.806,0.328,184.153,0.6,0.28,0.0,4,0.653,1,261250,-5.344,0.515,1,audio_features,spotify:track:1EQhc7KuP2K1ugnw45onoT
187,0.592,0.12,100.009,0.29,0.235,0.0,4,0.86,8,195000,-8.791,0.5,1,audio_features,spotify:track:097kcfUHo7TzzOzAKsdyhH
188,0.419,0.103,116.018,0.051,0.775,2.3e-06,4,0.816,0,219057,-10.534,0.171,1,audio_features,spotify:track:6RWlszoXD9n1DzSFkEErTm
189,0.852,0.218,157.404,0.222,0.731,5.11e-05,4,0.525,7,161907,-9.519,0.884,1,audio_features,spotify:track:6FT83pFXKhDlXDsNJFAHWz
190,0.62,0.165,120.069,0.0422,0.325,0.0,4,0.71,0,295573,-11.62,0.786,0,audio_features,spotify:track:6IYLjqSKQ4ma8FwlZd9LLI
191,0.754,0.0744,114.898,0.0367,0.0823,5.74e-05,4,0.52,6,272947,-5.792,0.521,0,audio_features,spotify:track:7qUx8EtbduXZru3ZXlQJqS
192,0.874,0.0952,107.127,0.317,0.316,0.0,4,0.736,6,195840,-5.451,0.613,0,audio_features,spotify:track:2muiaDbhAy4tUCRN3eQFqA
193,0.816,0.988,93.85,0.0408,0.199,4.86e-06,4,0.633,9,254600,-11.223,0.606,0,audio_features,spotify:track:7hkOgKKybgawYUcrkZD3wV
194,0.517,0.134,68.083,0.206,0.49,3.11e-05,4,0.338,11,268516,-8.08,0.103,1,audio_features,spotify:track:12SH8NE1e17yItgsb2gitp
195,0.511,0.358,114.007,0.0496,0.223,0.0,4,0.803,1,193684,-7.585,0.24,0,audio_features,spotify:track:3qT2eKpWNq5cze7kGGORDZ
196,0.151,0.168,77.098,0.0416,0.887,0.576,4,0.226,5,274240,-19.977,0.142,1,audio_features,spotify:track:45dFVMC4gijvG7lw3yNnD8
197,0.669,0.237,112.238,0.0738,0.00286,0.0,4,0.908,7,290320,-2.827,0.662,1,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
198,0.895,0.154,139.831,0.246,0.0083,0.0,4,0.597,3,283653,-4.313,0.272,1,audio_features,spotify:track:2lPXTisSIBbl5WtOvZ9gSj
199,0.594,0.111,116.009,0.0475,0.52,0.0,4,0.658,9,209987,-6.519,0.312,0,audio_features,spotify:track:6tW9IfjsF6D1YdJkIE7AQl
200,0.528,0.361,175.242,0.446,0.64,0.0,4,0.505,2,232330,-7.722,0.66,1,audio_features,spotify:track:6slxPaEM1yNZsZ7clD6tIW
201,0.773,0.114,86.229,0.369,0.46,0.0,4,0.483,6,237868,-8.959,0.513,0,audio_features,spotify:track:5sUXgmCMa0OboFW0xmxFzH
202,0.778,0.247,146.921,0.393,0.195,0.0,4,0.735,2,182857,-4.951,0.281,1,audio_features,spotify:track:62zyHkZ3ZV3kkbUdYgVFvK
203,0.658,0.141,172.841,0.387,0.22,0.0,4,0.719,11,172023,-8.61,0.616,0,audio_features,spotify:track:7b5Q9wqI99ulpRjBHgR9bZ
204,0.706,0.0875,119.944,0.0591,0.124,0.0,4,0.714,4,212013,-5.866,0.202,0,audio_features,spotify:track:6HFVoNXErW7mM9P9sfunYh
205,0.781,0.168,169.954,0.0961,0.134,0.0,4,0.567,1,178668,-3.376,0.394,1,audio_features,spotify:track:5eodOuMG2p2SfH87betM3X
206,0.386,0.138,119.987,0.145,0.274,0.0,4,0.818,0,224893,-10.912,0.682,0,audio_features,spotify:track:1kY2dTf9Tpa8QRHlAJeRYd
207,0.625,0.103,173.944,0.0759,0.0167,2.7e-05,4,0.602,7,209655,-7.499,0.461,1,audio_features,spotify:track:5nStQfmz4X56SGYQZ1JQSk
208,0.796,0.109,84.787,0.419,0.645,0.0,4,0.55,6,211147,-6.917,0.442,0,audio_features,spotify:track:3kTbV66UqiZZ9xcTQuadjU
209,0.853,0.155,93.572,0.42,0.119,0.0,4,0.571,4,162787,-4.929,0.213,0,audio_features,spotify:track:6GbhNUh4u0d5RDu5jtMdyH
210,0.772,0.659,93.51,0.134,0.0678,0.0,4,0.7,2,178267,-3.171,0.58,0,audio_features,spotify:track:0rc3zXYH31NzCaJMAzi7va
211,0.607,0.0653,85.165,0.238,0.195,0.0,4,0.693,4,221860,-8.224,0.242,0,audio_features,spotify:track:3jTSkjeyBWlaH0ZZIyL4Y3
212,0.839,0.11,92.385,0.33,0.287,0.0,4,0.741,8,247269,-7.022,0.575,0,audio_features,spotify:track:2iAxV6os00MV8g4Dw3Capw
213,0.793,0.138,141.046,0.121,0.393,0.0,4,0.79,6,210237,-6.544,0.496,1,audio_features,spotify:track:1o6JHLSAtNsIj8AgAvDxXX
214,0.339,0.0812,127.961,0.148,0.836,7.43e-05,4,0.812,6,237456,-10.73,0.241,0,audio_features,spotify:track:2gaHAv8a7eDlsZra2g2J1l
215,0.431,0.126,121.87,0.03,0.357,0.00165,4,0.546,3,255347,-8.636,0.15,0,audio_features,spotify:track:7dUS9BQuTLt67grfmxxKDN
216,0.704,0.352,91.892,0.158,0.278,0.0,4,0.615,4,244931,-7.221,0.332,0,audio_features,spotify:track:5a2V37EXVyXVP9LnkxBOdK
217,0.701,0.107,160.021,0.39,0.238,0.0,4,0.667,10,229480,-7.24,0.338,1,audio_features,spotify:track:2eCSNerlTYETOQHYMVvRpt
218,0.601,0.0918,173.913,0.427,0.123,0.0,4,0.64,11,256552,-7.094,0.189,0,audio_features,spotify:track:2D0Qb8A8D1lZXu6JxZ7WJ6
219,0.792,0.0666,89.904,0.313,0.172,0.0,4,0.825,5,229333,-5.847,0.453,1,audio_features,spotify:track:0z2gwdxY0dL1ahay7p46sq
220,0.743,0.339,90.037,0.279,0.204,0.0,4,0.788,9,239295,-5.953,0.501,0,audio_features,spotify:track:7d50SeRrUgRMCMKFIkvS0s
221,0.489,0.0969,119.058,0.0713,0.152,0.0216,4,0.433,9,204788,-8.546,0.285,0,audio_features,spotify:track:1YSjp4pscPTOHaw2lyKVTA
222,0.573,0.113,83.926,0.134,0.407,0.00249,4,0.574,1,198008,-8.809,0.17,0,audio_features,spotify:track:63WncsLP44sjnDRw1s8oQk
223,0.687,0.0867,147.993,0.184,0.396,0.0,4,0.701,7,231360,-6.63,0.703,0,audio_features,spotify:track:3GFUIOx4qdGwFxKXgfy7ap
224,0.722,0.22,93.344,0.16,0.227,3.87e-06,4,0.506,9,186400,-7.019,0.198,0,audio_features,spotify:track:2S13g8BhBuFzkGpwDw1ONM
225,0.535,0.0904,93.042,0.128,0.748,0.0,4,0.698,0,201030,-8.029,0.122,0,audio_features,spotify:track:1rEVYOEfQRHTCTU0UaeKwt
226,0.779,0.345,79.847,0.439,0.391,0.0,4,0.688,4,271740,-7.267,0.607,0,audio_features,spotify:track:2FK03KdYSIJGy4iXpKzdkS
227,0.638,0.44,141.967,0.0906,0.297,1.41e-06,4,0.619,2,186985,-5.754,0.36,0,audio_features,spotify:track:6vFEvkXOnOTUMgPHxogIRK
228,0.63,0.116,136.187,0.0439,0.132,3.01e-05,4,0.515,2,265053,-8.029,0.357,1,audio_features,spotify:track:6C48u4T4hntL2LMEIo8fbh
229,0.664,0.173,125.037,0.033,0.41,5.45e-05,4,0.673,0,223800,-6.838,0.649,1,audio_features,spotify:track:1Zz0sHugKITBf0ItiuhmkK
230,0.858,0.322,114.992,0.0786,0.0682,0.0,4,0.758,10,271262,-5.854,0.746,0,audio_features,spotify:track:3MCCT0fGIUtvMYqiFPEGmD
231,0.617,0.721,128.022,0.422,0.046,0.0,4,0.896,1,237240,-4.768,0.213,1,audio_features,spotify:track:6ONKZO5NqZvQpCpNdVnMhC
232,0.285,0.146,101.24,0.0324,0.773,0.835,4,0.764,9,310000,-19.9,0.868,0,audio_features,spotify:track:0nfq0wKQfIwATbUDJZD0ln
233,0.803,0.0592,136.057,0.0638,0.713,0.0,4,0.39,7,364973,-6.884,0.546,0,audio_features,spotify:track:5JN70TFrbjjHVJkKfSXlAn
234,0.846,0.261,134.886,0.0302,0.0281,0.0,4,0.597,0,200867,-7.321,0.829,1,audio_features,spotify:track:3dae8Xfbu7454VD935DFvW
235,0.657,0.0845,173.17,0.216,0.119,0.0,4,0.673,1,216821,-4.424,0.328,1,audio_features,spotify:track:14ZpypwKwumffnbk1YbN1M
236,0.81,0.123,106.096,0.0935,0.323,0.0,4,0.739,5,195000,-4.62,0.166,0,audio_features,spotify:track:3XfOrUZyvDLVF2F9WVKZZG
237,0.803,0.121,157.02,0.144,0.276,0.0,4,0.804,9,247777,-6.755,0.84,1,audio_features,spotify:track:3Sy8Q6qaFefag6e8MFN5aQ
238,0.669,0.0852,87.782,0.378,0.198,0.0,4,0.763,5,226364,-6.631,0.464,0,audio_features,spotify:track:4b9Wkh0SbjGNYCTMrDxk6n
239,0.733,0.195,89.034,0.299,0.163,0.0,4,0.786,4,165468,-4.219,0.376,0,audio_features,spotify:track:4ypX43QEL7mwPW3q5bPurP
240,0.912,0.0923,90.045,0.0442,0.00158,0.000179,4,0.402,2,373899,-5.447,0.566,0,audio_features,spotify:track:4a66HnjRw3kBeQnIGcc8v9
241,0.769,0.299,174.203,0.291,0.13,0.0,4,0.74,7,176552,-3.777,0.432,0,audio_features,spotify:track:5Ux3bT0NOAk6eXkQBzfC10
242,0.54,0.59,142.109,0.434,0.519,0.0,4,0.828,0,159813,-5.939,0.412,1,audio_features,spotify:track:5wJDZrAiKt9DXcUHVVwn2I
243,0.457,0.126,127.99,0.125,0.468,0.546,4,0.831,5,158106,-8.844,0.559,1,audio_features,spotify:track:2nXslLLUtj9I3wyiq1aJi6
244,0.657,0.131,88.542,0.164,0.26,0.0,4,0.782,4,170508,-7.561,0.568,1,audio_features,spotify:track:5hfJcAXpOVb65HtYqgtoE4
245,0.667,0.166,78.031,0.0509,0.0389,0.0136,4,0.571,11,235773,-8.365,0.439,0,audio_features,spotify:track:0vPVqOKo8LWVganQgBZS5y
246,0.603,0.135,125.984,0.239,0.353,0.0,4,0.744,6,340107,-8.77,0.215,0,audio_features,spotify:track:2sTuKKRZI1ciK5tflR00YE
247,0.424,0.0876,175.905,0.061,0.752,0.0,4,0.435,7,191240,-7.367,0.475,0,audio_features,spotify:track:1hx2aNhY0DA7daiCvim1nb
248,0.545,0.097,149.779,0.324,0.118,0.0,3,0.642,7,213293,-6.405,0.412,0,audio_features,spotify:track:6x6gHLN8P1HxzKMAHSBluG
249,0.883,0.12,176.039,0.431,0.144,0.0,4,0.564,4,183320,-7.284,0.566,0,audio_features,spotify:track:6GQMNWbdMT5L3BUs2u89K0
250,0.558,0.158,85.917,0.263,0.0315,0.00116,4,0.644,0,186977,-7.167,0.19,1,audio_features,spotify:track:5c6tSGBihkJVM8hHxvMcJg
251,0.685,0.109,122.831,0.339,0.147,0.00455,4,0.594,9,186347,-9.015,0.555,1,audio_features,spotify:track:1iA961GuoLlH2setq3alcw
252,0.805,0.35,140.012,0.0831,0.044,0.000139,4,0.794,10,186000,-5.593,0.669,0,audio_features,spotify:track:6sGmX16cnyjVOkAlR8GYQJ
253,0.694,0.208,89.978,0.291,0.412,0.0,4,0.698,8,206869,-7.766,0.414,1,audio_features,spotify:track:7vo9Jo7RNswCh5o2wfBQ9Z
254,0.952,0.918,109.275,0.0723,6.28e-05,0.154,4,0.319,4,441467,-5.315,0.228,0,audio_features,spotify:track:14H2fE4WEdkEem0kjVeODT
255,0.988,0.451,101.559,0.232,0.000731,0.00411,4,0.322,0,214360,-4.074,0.277,1,audio_features,spotify:track:21wB3DaIk112Ry3mEzqfit
256,0.319,0.106,156.172,0.0684,0.53,6.12e-06,3,0.624,0,210651,-9.035,0.377,0,audio_features,spotify:track:5xXMHq0eZJSPf9EaZivCoM
257,0.711,0.0821,150.97,0.266,0.423,0.0,4,0.693,1,156013,-6.126,0.619,0,audio_features,spotify:track:3OcyTN8Nz3bdne5aq9mMR5
258,0.608,0.0761,102.992,0.0706,0.454,0.0,4,0.825,1,233000,-6.992,0.451,1,audio_features,spotify:track:4yP4P2pHqtejjQ1l12J8bA
259,0.524,0.114,78.485,0.32,0.375,0.0,4,0.593,2,184293,-9.032,0.33,1,audio_features,spotify:track:01LqoYTPYFNLvUQ11GHRW7
260,0.745,0.165,100.064,0.231,0.303,0.0,4,0.806,10,177600,-6.673,0.747,0,audio_features,spotify:track:0XmQabmXUU4ubnZj8b2qX4
